,news_title,time,news_theme
1167,1167,1167,【#这个月来影响我们的六个字#】当疫情过后，我们很可能会忘掉某些细节，但仍然会清晰记得发生在今天的情绪和认识。在这次疫情中有这六个字带给你我一种全新的认识和理解，影响我们这段时间的方方面面，这几个字或抽象，又具体。 ①封：史无前例的封城，形成一个巨大的物理分割；②困：我们被困于一个 展开全文c
1168,1168,1168,给武汉动物园@武汉动物园 的可爱的鹈鹕创作了一个小故事~一只叫沙沙的鹈鹕和饲养员壮壮的春节日常。虽然春节已经过去了，但是这个故事依旧可以温暖我们。在此@盒马 表示感谢。故事创作者是@了不起的抹布大王 和我们的编辑船长。欢迎大家转发分享~
1169,1169,1169,#野味disco# 你们要的《野味disco》来了我自己擅作主张加了几句词希望你们喜欢原唱@宝石Gem 改编词大大还是@幻灭妖僧 O网页链接
1170,1170,1170,【时间线 | #武汉市中心医院经历了什么#？】#武汉市中心医院时间线#李文亮、江学庆、梅仲明、朱和平，四位在新冠肺炎疫情中殉职的医生，以及因为“发哨”被人们知道的艾芬，五位医生有一个共同的身份——都来自武汉市中心医院。根据财新记者了解的数字，拥有4000多名职工的武汉市中心医院，已有超过230 展开全文c
1171,1171,1171,#宋慧乔声援武汉# #刘亚仁声援武汉# 宋慧乔、刘亚仁在个人社交账号晒出同一视频为武汉加油，LOVE FOR WUHAN，LOVE FOR HUMAN，同一地球，同一家人~O宋慧乔发文声援武汉
1172,1172,1172,【#大娘买不到口罩坐动车哭了#，乘警送出备用口罩】1月30日，山西临汾，D5319次列车乘警霍恩堂，在巡视车厢时发现一乘客没戴口罩，询问得知这位大娘临时着急出门，但买不到口罩。乘警将自己的备用口罩送给大娘，让大娘先用着，保护好自己的安全，大娘忍不住抹泪。#新型冠状病毒肺炎防疫全纪录# 展开全文c
1173,1173,1173,"2020才刚刚开始…
这个世界好像一直在提醒我们学会珍惜

土耳其地震
美国大流感
加拿大暴雪
中东爆发新战争
菲律宾火山爆发
中国新型冠状病毒
东非沙漠蝗虫危机
圣彼得堡体育馆坍塌
塔利班击落美CIA客机
新疆、湖南、四川禽流感
四川成都发生5.1级的地震
尼日利亚爆发一种不明病症
澳洲暴雨扑灭山火引 展开全文c"
1174,1174,1174,【天空飘来两个字！#悉尼上空出现洗手字样#，民众纷纷点赞】据ABC新闻报道，当地时间3月12日下午，有人驾驶飞机在悉尼国际会议中心的上空留下“Wash Hands”的标识，提醒民众记得洗手。许多网友在悉尼的多个地方都能看到这一幕，但目前尚不清楚是谁策划。#澳大利亚累计确诊新冠肺炎144例# 展开全文c
1175,1175,1175,【MV#武汉你好吗#】你好吗？你在哪？最熟悉的两句问候，如今是我们最深切的表达。有温暖、有希望，当寒风遇见暖阳，我们相信好消息、热干面和樱花都会如约而至，一切都会好起来的。 L人民日报的微博视频
1176,1176,1176,【#中国红十字会总会公布社会捐赠情况# 你一般通过什么渠道捐款捐物？】截至2020年1月31日17时，中国#红十字会#总会机关和中国红十字基金会共接受用于新型冠状病毒感染的肺炎疫情防控社会捐赠款物84972.32万元。其中，接受资金65695.81万元，物资价值19276.51万元。你一般通过什么渠道捐款捐物？ 展开全文c
1177,1177,1177,#Lisa太可爱了#《青春有你2》捕捉到一只可爱萨！@lalalalisa_m 笑起来太甜了，心都被融化了
1178,1178,1178,【美国首都#华盛顿宣布进入紧急状态#】当地时间11日下午，美国首都华盛顿市长宣布华盛顿正式进入紧急状态和公共卫生紧急状态。这将便于华盛顿调动资源应对疫情。（央视）
1179,1179,1179,【海南#三亚100吨冬季瓜菜驰援武汉#】1日，海南冬季瓜菜驰援武汉活动仪式在三亚启动。此批供应武汉冬季蔬菜共100吨，主要有豇豆、青瓜、苦瓜、葫芦瓜、茄子、辣椒等武汉市民认可度较高且消费量较大的瓜菜，另外还有9吨福返“树上熟”芒果。这是海南无偿捐送武汉的首批爱心瓜菜和水果。据悉，约27个 展开全文c
1180,1180,1180,"你会因为什么原因问一个人在干嘛？
#以前和现在问在干嘛的区别# 问一个人在干嘛的原因"
1181,1181,1181,#中国回应意大利红十字会紧急求助#【#四川5人专家出发支援意大利#】今天，四川省5位专家启程前往意大利，他们将与中国红十字会1名副会长、国家疾控中心1名专家组成中国红十字会志愿专家团队，携人道救援物，支援意大利抗击疫情。5名专家分别来自华西医院、四川省疾控中心微生物所、中国红十字会成都备 展开全文c
1182,1182,1182,【#北京昌平区2.1级地震# 震源深度15千米】#北京昌平2.1级地震#中国地震台网正式测定：03月05日16时39分在北京昌平区（北纬40.14度，东经116.29度）发生2.1级地震，震源深度15千米。（ @中国地震台网 ）O北京昌平区发生2.1级地震，震源深度15千米
1183,1183,1183,【#英国正式脱欧#】当地时间1月31日23点，北京时间早上7点钟，英国正式脱离欧盟，向47年的盟友说再见，也为历时3年多的脱欧历程划上句号。（@央视新闻 ）
1184,1184,1184,【#卫健委回应部分中成药可防治肺炎#：请查看第四版诊疗方案】#关注新型肺炎#对于一些中成药可以防治新型肺炎的话题，2月1日，国家卫生健康委新闻发言人、宣传司副司长米锋在新闻发布会上说，随着疫情发展，根据总结的疫情防治的经验，国家卫健委专门印发了《新型冠状病毒感染的肺炎诊疗方案（试行第四 展开全文c
1185,1185,1185,#我不是药神原型支援抗疫# 《我不是药神》主人公程勇的的原型人物#陆勇#，赴印度买回3000个护目镜、3000个N95口罩，支援抗击疫情的医护人员。
1186,1186,1186,"#锦衣之下预告##锦衣之下#
周六非会员转免剧情迎来Happy ending
陆绎出诏狱，与今夏超浪漫雪地相拥，六元一斤虾我们回家了！
@任嘉伦Allen @谭松韵seven
第55集大结局预告：L《锦衣之下》第55集看点：今夏花光积蓄见大人 一下CP守得云开见月明"
1187,1187,1187,【武汉协和医院#院方回应医护人员自制防护服不实#】今天，#央视记者采访武汉协和医院#，该院党委副书记孙晖回应网传“医护人员自制防护服”不实。网传图片都是啥？哪些是真哪些是假？详情看视频↓（总台央视记者王宇） L央视新闻的微博视频
1188,1188,1188,#共同战疫#【正直播！#总台记者探访武汉红十字会#！】随着疫情防控工作的全面展开，湖北武汉不时传来医疗物资紧缺的声音，主要承担捐赠物资接收与发放的红十字会成了舆论关注的焦点。今天，@央视新闻 直播探访武汉市红十字会↓关注！（总台央视记者张鹏军） 央视新闻的微博直播 .
1189,1189,1189,连着几天不洗头，不化妆，吃了睡睡了吃，看着镜子里的自己胖得像只刚从地里拔出来的土豆果然一点不想出门了。#越不出门越不想出门#
1190,1190,1190,"#疫情结束前不要和家人吵架#

理想中的一家三口幸福生活
没有什么比家更温暖的了"
1191,1191,1191,【日备600斤粮食专人投喂，#昆明海埂大坝再现万鸥扑食#】1月31日，云南昆明，工作人员称1月25日起，海埂大坝暂停对外开放，游客投喂海鸥被劝离。每天运600斤粮食，安排专人喂。全长2.7公里大坝共设3个喂鸥点，每天4人上午9点和下午4点投喂2次。目前有12000余只海鸥。#滇池海鸥#@一手Video 展开全文c
1192,1192,1192,【#黄冈实行市区人口出行管控#：每户2天可派1人上街采购生活物资】 #周刊君与你共同战疫#2月1日，湖北省黄冈市发布通知，决定从2月1日起，在黄冈市区范围内实行居民出行管控措施。该通知要求，严格控制市区居民出行，每户家庭每两天可指派1名家庭成员上街采购生活物资，其他人员除生病就医、疫情防控工 展开全文c
1193,1193,1193,【永不遗忘！湖人举办科比追悼仪式，#詹姆斯哭了#：兄弟，传奇永恒】科比不幸去世后，湖人迎来首场比赛，他们在赛前举办了一场追悼仪式。詹姆斯将科比的球衣挂到了自己更衣柜旁边，在追悼仪式中泪流满面，并在演讲中说道：用科比话说，“曼巴下线（Mamba Out）”，但用我们的话来说，“永不遗忘 展开全文c
1194,1194,1194,#戴上口罩后的颜值变化#@UNINE_李汶翰 戴上口罩后颜值如一不变，更显眼眸bling bling 闪亮，旺旺的眼睛有星星⭐️🌟✨#李汶翰 潮流合伙人#
1195,1195,1195,"#重庆首例死亡病例#【#重庆新增27例累计确诊238例#】2020年1月31日12—24时，重庆市报告新型冠状病毒感染的肺炎新增确诊病例27例，新增重型病例2例，新增危重型病例2例，新增死亡病例1例。沙坪坝区为报告首例确诊病例。
新增确诊病例中，万州区4例、渝中区1例、江北区4例、沙坪坝区2例、九龙坡区1例、 展开全文c"
1196,1196,1196,张文宏的一节公开课，特别好。对了，我对好课的定义是：看5秒就一直想看到底。PS，这个是2年前的课，共18分钟。 L张洲的微博视频
1197,1197,1197,#无聊到极致是种什么体验# 嗯 怀念可以出去唱歌的日子 我自己在家看起来了mv..... LBin于斌的微博视频
1198,1198,1198,"#湖人主场致敬科比# 2月1号凌晨，湖人队在社交平台晒出一组球馆照，并配文：“Tonight, For Kobe”致敬科比。照片中，球馆座位一侧是8号球衣，一侧则放着24号球衣。据悉，2月1日中午11点半，湖人队将迎战开拓者，这也是自科比去世后湖人队的首场比赛。O湖人主场致敬科比"
1199,1199,1199,关于新型冠状病毒肺炎的预防性用药，听听李兰娟院士的观点。@丁香园 #李兰娟提倡没毛病不要乱吃药#L丁香园的微博视频
1200,1200,1200,【心疼！这是#22岁感染科护士的手#】#周刊君与你共同战疫# 胡佩是湖南省儿童医院感染科护士。她的双手终日被消毒液、洗手液、滑石粉浸泡侵蚀着。98年出生的她，这次疫情选择了迎难而上挺身而出。网友：请务必保护好自己！致敬！@潇湘晨报 #感染科女护士的手#
1201,1201,1201,#共同战疫#【#老婆你的病人交给我请放心#】谭顺是重庆公共卫生医疗救治中心的医生，妻子刘明是西南医院感染科医生。春节前，谭顺便被单位叫走，自此两人各自奔忙在抗疫一线。直到妻子接收的一名患者需转院到丈夫单位集中治疗，他们才见了面。“老婆，你的病人交给我请放心！”“老公加油！”致敬！ 展开全文c
1202,1202,1202,【#武汉红十字会存在调拨不及时问题#】武汉市政府党组成员李强在湖北新型冠状病毒感染的肺炎疫情防控工作例行新闻发布会上透露，武汉市红十字会已接收捐赠超过6亿元，接收口罩9316箱、防护服74522套以及护目镜80456个等。红十字会接收了社会捐赠的大量的物资，为何医院物资依旧紧缺？李强说，一个重要 展开全文c
1203,1203,1203,【#苹果关闭大陆零售店至9日#24时】#关注新型肺炎#苹果官网发布公告称，基于近期公共卫生与预防的考虑，即日起至2月9日24时将临时关闭大陆零售店。
1204,1204,1204,【#妊娠妇女确诊后能不能妊娠#，没有母胎传播的证据】#目前没有足够数据证实母胎传播#，我们会综合病人的基本情况，必要的时候会和产科医生等，共同讨论是否继续妊娠还是终止妊娠，要以保证孕妇的安全为前提。妊娠早期的持续高热，本身对早孕期的胚胎组织有一定的危害。 L人民日报的微博视频
1205,1205,1205,【武汉协和医院#院方回应医护人员自制防护服不实#】今天，#央视记者采访武汉协和医院#，该院党委副书记孙晖回应网传“医护人员自制防护服”不实。网传图片都是啥？哪些是真哪些是假？详情看视频↓（总台央视记者王宇） L央视新闻的微博视频
1206,1206,1206,"【#湖北红十字会发布声明#：深感痛心、自责、内疚，#湖北红十字会将对责任人追责#】近期，湖北省红十字会捐赠物资分配问题受到媒体和网民的高度关注和质疑，我们对物资分配中存在的问题深感痛心、自责和内疚，对媒体和网民的监督和批评表示衷心的感谢！现就媒体和网民关心的问题说明如下：
一、关于分 展开全文c"
1207,1207,1207,#共同战疫#【转发送别，#8名警察牺牲在疫情防控一线#】此次疫情发生后，全国公安民警、辅警又一次义无反顾选择逆行，与全国医护人员并肩战斗，抗击疫情。在这场没有硝烟的战“疫”中，短短11天，苏莱曼·巴马丁、何建华、程建阳、刘大庆、尹祖川、李弦、曾文聪、张新忠8名战友先后倒在抗击疫情一线 展开全文c
1208,1208,1208,#最新疫情地图# 今天河南郑州的郭某鹏被确诊。视频是昨天社区与公安到他家时的情景。他一直不承认自己海外旅行的经历，甚至在社区上门时依然没说实话。截至3月11日12时，经流调初步判定密切接触者24人，均已采取集中隔离医学观察措施。真是够害人的！不知道他为何会在3月1日这么严重的情况下，费尽周 展开全文c
1209,1209,1209,【2月3日起，#湖北全省暂停办理婚姻登记#】湖北省民政厅决定，自2月3日起，全省各婚姻登记机关暂停办理所有婚姻登记业务，具体恢复时间视疫情防控情况另行通知。#湖北暂停办理所有婚姻登记业务#
1210,1210,1210,#全力以赴遏制疫情# 直升机空降新华路体育场，为武汉协和医院送来约2000件防护服以及口罩！#9省物资直达武汉协和#（湖北日报） L湖北日报的微博视频
1211,1211,1211,#豫见疫情防控#【扩散！河南多地急需医护物资！】 1月30日，河南新增74例新型肺炎，截至30日24时，河南省已累计报告确诊病例352例。日前，河南省内多家医疗机构发布公开征集信，向社会求助医疗保障物资。期盼每个人都能为这场看不见硝烟的战役尽自己的一份绵薄之力。转发助力，共解医疗机 展开全文c
1212,1212,1212,【#湖北累计报告5806例#，#湖北新增1220例#】2020年1月30日0时-24时，湖北省新增新型冠状病毒感染的肺炎病例1220例（其中：武汉市378例、黄石市55例、十堰市31例、襄阳市123例、宜昌市50例、荆州市70例、荆门市36例、鄂州市66例、孝感市142例、黄冈市77例、咸宁市36例、随州市85例、恩施州9例、仙桃市3 展开全文c
1213,1213,1213,【#湖北省委书记回应一床难求#：采取三条措施】当前一是新型冠状病毒肺炎高峰期，再是湖北地区常见的流感高发期，还是呼吸道疾病的高发期，出现了定点医院出现了一床难求的情况，我们采取了三条措施：一是抓紧现有医院的改造扩增病床；二是加强分级分类排查；三是千方百计的保证医务物资的供用。
1214,1214,1214,#安徽新增37例新型肺炎#安徽宣城排队买口罩的盛况我真的是呵呵了政府不能安排社区吗非要定点这么多人真的白隔离这么多天了 2宣城
1215,1215,1215,#网易严选又崩了#网易崩，网易崩，早上崩完晚上崩网易严选今晚又崩了，一天崩两次，你成功抢到口罩了吗？
1216,1216,1216,"#关注新型肺炎#【#美国出现首例人传人病例#】30日，美国报告新型冠状病毒感染的肺炎新增确诊病例1例。卫生官员称，这是美国首例人传人病例。截至目前，美国确诊病例累计6例。

美国疾病控制和预防中心(CDC)举行媒体电话会议称，患者是一名60多岁的男性，是伊利诺伊州居民。他近期并未去过中国。他 展开全文c"
1217,1217,1217,"#NBA全明星队长选人#首发和替补阵容名单公布：
詹姆斯队首发：戴维斯、莱昂纳德、东契奇、哈登。
詹姆斯队替补：利拉德、西蒙斯、约基奇、塔图姆、保罗、威少、萨博尼斯。

字母哥队首发：恩比德、西亚卡姆、沃克、特雷杨。
字母哥队替补：米德尔顿、阿德巴约、戈贝尔、巴特勒、洛瑞、莺歌、米切尔。

展开全文c"
1218,1218,1218,【#新型冠状病毒疫情构成国际关注的突发公共卫生事件#】#世卫组织新闻发布会# 当地时间周四晚间，世界卫生组织（WHO）在瑞士日内瓦召开新闻发布会，世界卫生组织总干事谭德塞宣布新型冠状病毒疫情构成国际关注的突发公共卫生事件。但他同时表示世界卫生组织对中国的应对举措有高度的信心，做出这一宣布 展开全文c
1219,1219,1219,【#意大利首次确诊两例病例#，为中国游客，#意大利暂停往返中国航班#】1月30日，意大利总理孔特宣布停飞往返中国航班。意大利近日首次确诊2例新冠病毒感染病例，两名患者为来意旅游的中国游客，据意媒报道，他们已经停留10天，目前被意大利官方隔离收治。#意大利宣布进入国家紧急状态#@时差视频 展开全文c
1220,1220,1220,【#在家的我被逼成什么样了# 你已经几天没有走出过家门了？】#终于把爸爸憋疯了#，全国确诊新型冠状病毒肺炎患者仍在日益增长，甚至治愈患者有再感染风险，还是家里蹲着最安全！你已经几天没有走出过家门了？ 你已经几天没有走出过家门了？
1221,1221,1221,【杭州#一企业30人开会11人传染#！市政府呼吁大家再坚持7天！】杭州市副市长陈卫强：从流行病学调查来看，杭州累计病例在爬坡，但已经进入相对平台期，昨天今天相对处于一个平台期。其中有一天特别高，这是有特殊原因：有一家企业开会，30人里11人传染上。除去这天，整个态势是平稳的，呼吁大家再坚持7 展开全文c
1222,1222,1222,"#最新疫情地图# 成都普通民众多久能买到口罩？买不到口罩怎么办？

●口罩为什么紧缺？

我国本来是一个口罩生产大国，全国最高产能可以达到每天2000万只。但是，受制于春节放假，相关企业人员返乡、原料停供、物流停运等原因，复工复产和扩大生产需要一定的时间，生产过程也有一定的周期，因此 展开全文c"
1223,1223,1223,"NBA官方今日宣布，今年的芝加哥全明星正赛将采用全新的比赛模式，全文如下：
【NBA全明星赛改制：第四节不限时挑战得分，规则致敬科比】
在今年即将到来的第69届NBA全明星正赛上，前三节的每一节，扬尼斯队和勒布朗队都将争夺胜者，每一节的比赛都将以0-0的比分开始，每节比赛持续12分钟。在第四节开始 展开全文c"
1224,1224,1224,【快讯！#黄冈卫健委主任唐志红被免职#】黄冈市委研究同意，提名免去唐志红同志黄冈市卫生健康委员会主任职务，其免职按有关法律规定办理。#黄冈卫健委主任被提名免职#
1225,1225,1225,#演员田成仁去世# 30日，编剧@韩志君 在微博发文称，曾在电视剧《篱笆、女人和狗》《辘轳、女人和井》《古船、女人和网》中饰演茂源老汉的老戏骨田成仁逝世，享年93岁。田成仁，中国内地演员，毕业于中国戏剧学院。除以上代表作外，田成仁老师还主演过《红雨》《金婚》《暖春》等。
1226,1226,1226,#下一站是幸福##宋威龙年下男# 宋茜、宋威龙这部剧三观特别正，而且里面的台词真的很现实！宋威龙在剧里又会撩会吻会说情话，宋茜又漂亮剧里也挺人才的，你们还不入坑追剧吗
1227,1227,1227,当武汉物资运输车经过收费站时，这一幕，让人泪目。 L中国妇女报的微博视频
1228,1228,1228,【国常会：#抓紧出台普惠金融定向降准措施##额外加大对股份制银行降准力度#】国务院总理李克强3月10日主持召开国务院常务会议。会议指出，近段时间，有关部门按照国务院要求，引导金融机构实施3000亿元专项再贷款和5000亿元再贷款再贴现政策，以优惠利率资金有力支持了疫情防控物资保供、农业和企业特 展开全文c
1229,1229,1229,#C-Oli# VOGUE US April 2020 || 四月号美版Vogue聚焦世界各地的超模面孔演绎单宁专题，Tyler Mitchell掌镜，中国超模刘雯二度登上封面！中国大陆代表队还有孙菲菲，中国香港代表队：Angela Yuen，中国台湾代表队：唐荧霜，还有德国的Anna Ewers、日本的Mika、意大利的Vittoria Ceretti、英国的Fran 展开全文c
1230,1230,1230,"#关注新型肺炎#【#四川新增36例累计确诊177例#】1月30日，四川省新型冠状病毒感染的肺炎病例确认专家组确认四川省新增新型冠状病毒感染的肺炎病例36例。

截至1月30日24时，四川省累计报告新型冠状病毒感染的肺炎确诊病例177例（广元市1例无症状核酸检测阳性病例，暂不纳入确诊病例统计），涉及21个 展开全文c"
1231,1231,1231,"王源哭戏 王源#大主宰# 牧尘得知自己的身世知道，知道父亲以前骗了他，知道娘亲就是神族神女被关押在浮屠族，内心的变化，眼神的变化！王源演技@TFBOYS-王源
牧尘：你骗我，你跟我说娘是在生我的时候难产死的，说她就葬在那片枫树林~我要去参加五大院考核，我想要变强，我要保护我的至亲
展开全文c"
1232,1232,1232,"疫情过后，你最想见到谁？
在评论里说说你见到后最想做的事是什么？
#疫情过后你最想见的人# 疫情过后，你最想见到谁？"
1233,1233,1233,【终于“脱”了！#欧洲议会通过英国脱欧#：#欧盟副主席怼英国代表#：带好国旗赶紧走！】#英脱欧党向欧盟集体挥旗告别#1月29日晚，欧洲议会投票通过英国脱欧协议，结束了3年半的脱欧大战，终止英国在欧盟47年的成员国身份。英国脱欧党党魁精彩发言引起议会现场一片喧哗，欧盟议会副主席：拿上你们 展开全文c
1234,1234,1234,【#北京疫情五大特点#：#北京由输入期向扩散期过渡#】据北京市疾病预防控制中心 ：目前北京疫情呈现五个特点：①以输入性病例为主；②出现多起聚集性病例；③波及范围越来越广；④目前出现流行病学史有明确的本地二代病例，并有不断增多趋势；⑤发现隐形感染者及低年龄段患者。详戳↓↓关注！
1235,1235,1235,"#宋茜# NH 部分实绩，pljj好能打🐮不仅爱豆时代优秀，演员@宋茜 今年主演热播剧《下一站是幸福》今年首个双网三域收视破2上星剧
期待新剧《心跳源计划（掮客）》裘佳宁、《他其实没有那么爱你》孙艺荷
#30天安利宋茜#星闻揭秘"
1236,1236,1236,【公安机关：#查扣假冒伪劣口罩38万余只#，#破获非法猎捕野生动物案19起#】新型冠状病毒感染肺炎疫情发生以来，浙沪苏赣等地公安机关侦破制售假冒伪劣口罩案件7起，抓获违法犯罪嫌疑人20名，现场查扣假冒伪劣口罩38万余只；全国共查处扰乱社会秩序类案件377起，干扰疫情防控类案件83起；共破获非法猎捕 展开全文c
1237,1237,1237,#诗词大会 彭敏#哇，彭敏连续三次都守擂成功，都是擂主，真的好厉害呀。发现诗词大会里面这个小哥哥真的帅气又青葱！人家还是高中生学霸！真的是校草了吧…
1238,1238,1238,【#火神山医院将直接接收捐赠物资#：特事特办，不经过武汉红会】#周刊君与你共同战疫# 2月1日，火神山医院负责现场捐赠的詹先生告诉记者，他们直接接收捐赠物资，不经过武汉市红十字会，属于“特事特办”。“一般捐赠东西都要先通过红十字会，但我们时间太紧了，倒两次手来不及，而且和武汉市红十字会 展开全文c
1239,1239,1239,【#湖北松滋市委书记黄祥龙疑似感染# 现已隔离治疗】1月30日，记者从湖北省荆州市权威人士处获悉，松滋市市委书记黄祥龙疑似感染新冠肺炎，正在医院接受隔离治疗。荆州官方人士告诉@新京报我们视频 ，黄祥龙属轻症患者，身体状况良好，密切接触者也有做排查。#聚焦新型肺炎# L新京报我们视频的秒拍视频
1240,1240,1240,【转扩！#个人防护54字守则#】#返程后如何做好个人防护#？少出门、少聚集、勤洗手、勤通风…防控疫情我们一起努力！转给家人朋友！
1242,1242,1242,#萧亚轩 平平无奇恋爱小天才# 男朋友永远都是年轻的，羡慕萧亚轩，求求pljj出书吧
1243,1243,1243,【#上海医疗专家组长回应党员上一线#：不要把我看得太了不起】新型冠状病毒感染肺炎上海医疗救治专家组组长张文宏：党员非党员在职责面前没有区别，但我们入党时讲好的，危险时要冲在前面，这样我们能迅速排好班。希望大家不要把我看得太了不起，如果要关心，多关心武汉的医生们！ 展开全文c
1244,1244,1244,Repost
1245,1245,1245,王源#王源大主宰# 天邪神一日不灭，大千世界便会面临生灵涂炭的危机。他壮志凌云，欲凭手中剑，斩破邪魔去。O今晚8点爱奇艺 ，一起见证牧尘@TFBOYS-王源 手握苍穹之力，立于主宰之巅。
1246,1246,1246,【黄冈卫健委：疫情期间，全市各医院安排怀孕医护人员在家休息】#黄冈要求怀孕医护人员在家休息# 2月26日，为认真落实关于保护关心爱护医务人员的相关政策要求，黄冈市卫健委研究决定，从即日起，在新冠肺炎疫情防控期间，全市各医院安排怀孕的医护人员在家休息。（澎湃新闻）
1247,1247,1247,#解放军医疗队护士不肯说出名字#【#别播名字妈妈会担心#！陆军女护士的叮嘱太戳泪……】“我是党员，也是军人，名字就不说了！”陆军军医大学医疗队，24岁的年轻护士在最危险的重症感染区工作，夜班5小时，脸上被口罩压出了血印，起了水泡，只能贴上创可贴防感染。当记者问起她的名字时，刚刚还对答如 展开全文c
1248,1248,1248,#共同战疫#【#湖北检测能力日均约4000份#】湖北省委书记蒋超良：全省有28家医院能做检测，单日样本检测能力已从开始的200份提高到约4000份，确诊速度大大加快。疑似病例因此可尽快排查，这几天新增病例基本是疑似转为确诊。目前发热门诊排队时间长的问题正逐步克服，“一床难求”得到一定程度缓解。 展开全文c
1249,1249,1249,"延迟开学复工之后你在家干嘛呢

#延迟开学忙坏宿管阿姨# 延迟开学在干嘛？"
1250,1250,1250,#战疫路上凤凰在行动# 我们发起了一个新冠病患医治信息互助的表单。现在武汉很多确诊或疑似病例，没法住院或者确诊，给自己和身边人都带来了很多危险。如果大家身边有需要医疗救助，需要床位或者需要其他帮助，可以填写这个表单，我们会每天按照危重程度梳理后，通过凤凰网湖北站的同事提交给相关部门 展开全文c
1251,1251,1251,#最新疫情地图# 今天河南郑州的郭某鹏被确诊。视频是昨天社区与公安到他家时的情景。他一直不承认自己海外旅行的经历，甚至在社区上门时依然没说实话。截至3月11日12时，经流调初步判定密切接触者24人，均已采取集中隔离医学观察措施。真是够害人的！不知道他为何会在3月1日这么严重的情况下，费尽周 展开全文c
1252,1252,1252,#疾控中心回应发表论文#【中国疾病预防控制中心关于在新英格兰医学杂志发表文章的说明】2020年1月29日，中国疾病预防控制中心、湖北省疾病预防控制中心等单位有关专业人员共同在新英格兰杂志发表了题为《新型冠状病毒感染的肺炎在中国武汉的初期传播动力学》的论文，有网友提出质疑。现将有关情况说明 展开全文c
1253,1253,1253,【#聊完疫情岩松带你轻松下#】现在宅在家里的你，请回答这个灵魂拷问↓不许看手机！ #央视偶尔也要皮一下#L央视新闻的微博视频
1254,1254,1254,#最新疫情地图# 今天河南郑州的郭某鹏被确诊。视频是昨天社区与公安到他家时的情景。他一直不承认自己海外旅行的经历，甚至在社区上门时依然没说实话。截至3月11日12时，经流调初步判定密切接触者24人，均已采取集中隔离医学观察措施。真是够害人的！不知道他为何会在3月1日这么严重的情况下，费尽周 展开全文c
1255,1255,1255,【曾光肯定#疫情拐点将出现#】 胡锡进采访中国疾控中心流行病学首席科学家@曾光 ↓↓ L人民日报的微博视频
1256,1256,1256,#西藏启动一级响应#【#西藏通报首例新型肺炎疑似病例#：患者为湖北随州人 由武昌乘火车到拉萨】1月29日，拉萨市卫健委发布通报，拉萨市发现首例新型肺炎疑似病例。患者张某某，34岁，男性，系湖北省随州市人。2020年1月22日—24日，经由武昌乘火车到达拉萨市，25日晚自行前往西藏自治区指定定点医疗机 展开全文c
1257,1257,1257,【#湖北省长向医护人员鞠躬#】湖北省长王晓东：现在大家都称呼医护人员是“最美逆行者”，因为医护人员不顾个人安危，始终奋战在阻击疫情的第一线，我感到他们是这个时代最可爱的人。我向所有医护人员说一声，你们辛苦了，谢谢你们！ L央视新闻的微博视频
1258,1258,1258,"#李九松去世# 1月29日，知名电视主持人曹可凡@可凡倾听 发布知名曲艺家李九松去世的消息，享年86岁。曹可凡在微博发文称：“上海人心中的“老娘舅”走了。愿李九松先生，一位毕生为大家带来笑声的大好人，一路走好。”

据悉，李九松出身自戏曲世家，其父乃文明戏前辈艺人李明扬，从小耳濡目染深受 展开全文c"
1259,1259,1259,【#治愈患者还会二次感染吗#？】四川大学华西医院呼吸与危重症医学科主任梁宗安：患者#感染后一定时间内产生保护性抗体#，在一段时间之内（一般而言几个月）相对安全。但是从长时间来看，不排除病毒类型变异、或者即使同样类型的病毒也可能被感染。
1260,1260,1260,#岩松帮你问#【好消息！#金银潭医院院长夫人痊愈#】武汉市金银潭医院院长张定宇：非常幸运，我的妻子已经经过两次核酸检测，两次都是阴性，今天已经康复出院。感谢大家的关心！ L央视新闻的微博视频
1261,1261,1261,#疫情联防联控实时播报#【急转！寻密切接触者！#夫妻确诊前自驾游途经五省市#】昨天，辽宁省锦州市确诊4例输入性新型冠状病毒感染的肺炎病例。4例病例均属普通型病例。目前4名患者均在定点医疗机构隔离治疗，病情稳定。其中，确诊病例1尤某和确诊病例2杨某为夫妻关系，夫妻二人于19日14时开私家车，携 展开全文c
1262,1262,1262,【好消息！中科院武汉病毒所筛出能较好抑制新型冠状病毒药物】中国科学院武汉病毒研究所在新型冠状病毒研究方面取得突破，已筛选出几种能在细胞层面较好抑制这一病毒的药物，具有潜在临床应用价值。这是记者29日从中科院武汉病毒所获得的消息。据该所相关负责人介绍，筛选结果已向国家和湖北省 展开全文c
1263,1263,1263,【#钟南山参与危重患者远程会诊#】今天下午15点，由钟南山院士担任组长的广东省新型冠状病毒感染的肺炎重症病例会诊专家组对广东5例危重症患者进行了第一次远程会诊。参与今天远程会诊的有共5家医院的10名专家，整个专家组成员100余名。从今天开始，这样的远程会诊每天都会进行。（总台央视记者陈旭婷 展开全文c
1264,1264,1264,【投票：你那里什么时候复工？】#各地复工复课时间表#出炉 丨①湖北：各类企业复工时间不早于2月13日24时，具体开学时间视疫情防控情况确定。②上海：各类企业不早于2月9日24时前复工，各类学校2月17日前不开学。③江苏：各类企业不早于2月9日24时前复工，各级各类学校2月17日前不开学。想问问你那里是 展开全文c
1265,1265,1265,"#二次元漫画#
顺丰X邮政，被这一对萌到了！！
画师：力争做个人"
